name,latitude,longitude,cuisine,phone,website,opening_hours,street,house_number,city,amenity,brand,operator,category
Bleecker Street Pizza,40.7321893,-74.0034001,,+1 212-924-4466,https://www.bleeckerstreetpizza.com,Su-We 10:00-00:00; Th 10:00-04:00; Fr-Sa 10:00-05:00,South 7th Avenue,69,New York,restaurant,,,restaurant
Agra Taj Mahal,40.7333423,-73.9549468,indian,+1-718-389-2200,,,Manhattan Avenue,1005,Brooklyn,restaurant,,,restaurant
Esme,40.7332005,-73.9549232,american,,,,Manhattan Avenue,999,Brooklyn,restaurant,,,restaurant
The Palm Bar & Grill,40.64285,-73.783303,,,,,,,,restaurant,,,restaurant
Flamingo Baby Kitchen,40.6756931,-73.9782487,"southern, caribbean",+1-929-298-0100,https://flamingobabybk.com,"Fr 10:00-16:15, Sa 10:30-19:15, Su 10:00-18:15",Union Street,787,,restaurant,,,restaurant
Public Display of Affection,40.6774049,-73.9826549,"pizza, italian, breakfast",+1-718-635-1678,https://www.pdapizza.com,Mo-Su 07:00-22:00,Union Street,669,,restaurant,,,restaurant
Palo Santo,40.6768229,-73.9819324,latin_american,+1-718-636-6311,https://www.palosantorestaurant.com,"Mo-Th 18:00-22:00; Fr 18:00-23:00; Sa 10:00-15:00,17:00-23:00; Su 10:00-15:00,17:00-15:00,17:00-22:00",,,,restaurant,,,restaurant
Hunan Delight,40.6753841,-73.9781785,chinese,+1-718-789-1400,https://hunandelightbk.com,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 12:00-22:00,Union Street,752,,restaurant,,,restaurant
One-eyed Taco Man,40.7022745,-73.9199018,"tacos, al_pastor",,,,,,,restaurant,,,restaurant
King of Falafel & Shawarma,40.7621919,-73.9255499,middle_eastern,+1 718 340 8068,http://www.kofnyc.com,Mo-Su 11:00-23:00,Broadway,3015,Astoria,restaurant,,,restaurant
Sanfords,40.7622318,-73.9256493,"american, diner, whiskey, bourbon, bar",,,,Broadway,30-11 & 30-13,Astoria,restaurant,,,restaurant
The Sabieng Thai,40.7254779,-73.9870799,thai,+1-212-253-2742,https://www.sabiengthai.com,,1st Avenue,71,,restaurant,,,restaurant
Risotteria Melotti,40.7266246,-73.9883365,italian,+1-646-755-8939,https://www.risotteriamelottinyc.com,"Mo-Th 16:00-22:30, Fr 16:00-23:00, Sa 11:30-23:00, Su 11:30-22:30",East 5th Street,309,,restaurant,,,restaurant
Hong Kong Noodle Sariku Sushi,40.7443652,-73.9813808,"chinese, sushi, thai",+1-212-689-1025,,Mo-Su 11:00-22:00,,,,restaurant,,,restaurant
Cookshop,40.7457199,-74.0054281,,,,,,,,restaurant,,,restaurant
Al Dente,40.6710538,-73.9845359,italian,,,"Mo-Th 17:00-22:00, Fr-Sa 17:00-23:00, Su 17:00-21:00",,,,restaurant,,,restaurant
Bareburger,40.7671718,-73.9835181,,+1-212-685-2273,https://www.bareburger.com/,"Fr, Sa 11:00-23:00; Mo, Tu, Su 11:00-22:00; We, Th 11:00-22:30",West 57th Street,313,New York,restaurant,,,restaurant
Perizia kosher pizza,40.609745,-73.957691,,+1-718-513-4900,https://www.periziakosher.com/,Mo-We 10:00-20:30; Th 10:00-21:00; Fr 10:00-14:00; Sa 20:00-24:00; Su 10:30-20:30,East 16th Street,1626,,restaurant,,,restaurant
Buffalo Wild Wings,40.6553384,-73.8681511,wings,,,,,,,restaurant,Buffalo Wild Wings,,restaurant
Pizza Studio,40.6532729,-73.8715523,,,,,,,,restaurant,,,restaurant
Applebee's,40.6539568,-73.8733441,american,,,,,,,restaurant,Applebee's Neighborhood Grill & Bar,,restaurant
Aroy Dee Thai Kitchen,40.7097774,-74.0089148,thai,(212) 528-9922,http://www.aroydeethaikitchen.com,Mo-Su 11:00-21:15,John Street,20,,restaurant,,,restaurant
The Modern - The Bar Room,40.7610807,-73.9770877,french,212-333-1220,https://www.themodernnyc.com/,11:30-21:30,West 53rd Street,9,,restaurant,,,restaurant
Pulqueria,40.7144253,-73.9981968,mexican,,https://www.pulquerianyc.com,Mo-Sa 18:00-02:00,Doyers Street,11,,restaurant,,,restaurant
Ferns,40.7288511,-73.9841239,,,,Tu-Th 16:00-24:00; Fr 16:00-01:00; Sa 11:00-01:00; Su 11:00-23:00,1st Avenue,166,,restaurant,,,restaurant
Late Night Ramen at Takashi,40.7314115,-74.0064867,,,,,Hudson Street,456,,restaurant,,,restaurant
Streecha Ukrainian Kitchen,40.7284522,-73.9889619,ukrainian,+1-914-413-9774,,9:00-13:00,East 7th Street,33,New York,restaurant,,,restaurant
Gaonnuri,40.7478213,-73.9878356,korean,,,"Mo-Th 17:30-23:30; Fr, Sa 17:00-24:00; Su 16:00-22:00",Broadway,1250,New York,restaurant,,,restaurant
ABA Turkish Restaurant,40.7674386,-73.9839741,turkish,+1-212-969-1782,https://abarestaurant.com/,11:00-22:00,West 57th Street,325,New York,restaurant,,,restaurant
Rosemary's,40.734788,-73.9998597,,+1 212 647 1818,https://www.rosemarysnyc.com/,"Mo-Th 08:00-23:00, Fr 08:00-24:00, Sa 10:00-24:00, Su 10:00-23:00",,,,restaurant,,,restaurant
Tacombi,40.7239825,-73.9937554,mexican,+1-917-727-0179,https://www.tacombi.com,Mo-Su 11:00-23:00,Elizabeth Street,267,,restaurant,Tacombi,,restaurant
Riva Mediterranean & Turkish Cuisine,40.5453709,-74.1594071,turkish,+1 718-306-6665,https://rivacafenyc.com,09:00-22:00,Amboy Road,4318,Staten Island,restaurant,,,restaurant
Two Boots Pizza,40.7599556,-73.9917522,,,,,9th Avenue,625,,restaurant,,,restaurant
Sushi of Gari,40.7606902,-73.9895916,,,,,West 46th Street,347,,restaurant,,,restaurant
Mollyos,40.7592099,-73.9926165,,,,,West 43rd Street,402,,restaurant,,,restaurant
Pure Thai Cookhouse,40.7642433,-73.9881105,thai,+1-212-581-0999,https://www.purethaicookhouse.com/,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su off,9th Avenue,766,,restaurant,,,restaurant
Ippudo,40.763547,-73.9865301,ramen,,,,West 51st Street,321,,restaurant,Ippudo,,restaurant
Sociale,40.6832165,-73.9956564,italian,+1-718-576-3588,https://www.socialebk.com,"Mo-Sa 12:00-15:00,16:00-22:00; Su 12:00-15:00,16:00-21:00",,,,restaurant,,,restaurant
Radegast German Beer Garden,40.7167708,-73.9615252,"german, bavarian",,,Mo-Fr 12:00-12:00; Sa-Su 11:00-12:00,North 3rd Street,113,,restaurant,,,restaurant
Miss Lily's (Soho),40.7279837,-74.001356,caribbean,+1-212-812-1482,https://www.misslilys.com/location/miss-lilys-soho/,Mo-Th 12:00-23:00; Fr 12:00-00:00; Sa 11:00-00:00; Su 11:00-23:00,West Houston Street,132,New York,restaurant,,,restaurant
Take31,40.7462218,-73.9848538,korean,,http://www.mytake31.com,,East 31st Street,15,,restaurant,,,restaurant
Her Name is Han,40.7461934,-73.9847787,korean,+1 212-779-9990,https://www.hernameishan.com,Mo-Su 12:00-14:30; Mo-Fr 17:30-23:00; Sa-Su 17:30-00:00,East 31st Street,17,New York,restaurant,,,restaurant
Rustik Tavern,40.6906911,-73.9582936,"american, brunch",,,,DeKalb Avenue,471,,restaurant,,,restaurant
Marisco Centro,40.8519185,-73.932054,,,,,Saint Nicholas Avenue,1489,,restaurant,,,restaurant
Surf Bar,40.7177263,-73.9587317,,+17183024441,https://www.brooklynsurfbar.com/,Su-Th 11:30-24:00; Fr-Sa 11:30-26:00,North 6th Street,139,,restaurant,,,restaurant
Aita Trattoria,40.67121,-73.9579262,italian,+1-917-966-2670,https://www.aitatrattoria.com,"Mo-Th 17:00-21:30; Fr 17:00-22:00; Sa 10:30-16:00,17:00-22:00; Su 10:30-16:00,17:00-21:00",Franklin Avenue,798,,restaurant,,,restaurant
Arden,40.6716952,-73.9577516,american,+1-718-484-3266,https://www.ardenbk.com,Tu-Th 17:00-23:00; Fr-Sa 17:00-24:00,Franklin Avenue,788,,restaurant,,,restaurant
Home Sweet Harlem,40.8193775,-73.9522582,,,,,Amsterdam Avenue,1528,,restaurant,,,restaurant
Cent'Anni,40.6730876,-73.9572479,"italian, brunch",+1-718-942-5201,https://www.centannibrooklyn.com,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-23:00,,,,restaurant,,,restaurant
Unione Restaurant,40.8292567,-73.947944,,,,,Broadway,3628,,restaurant,,,restaurant
Spice Market,40.7404996,-74.006007,asian,,https://www.spicemarketnewyork.com,,13th St.,403 W,New York,restaurant,,,restaurant
Peking Duck House,40.7146382,-73.9985571,chinese,+1-212-227-1810,https://www.pekingduckhousenyc.com,Su-Th 11:30-22:30; Fr-Sa 11:45-23:00,Mott Street,28,New York,restaurant,,,restaurant
Piccola Strada,40.7266286,-73.9902161,italian,+1-212-674-1557,,"Tu-Th,Su 16:30-21:30; Fr,Sa 16:30-22:00",East 4th Street,77,,restaurant,,,restaurant
Lucy’s,40.7188932,-73.9589758,vietnamese,+13479161127,,Mo-Su 12:00-22:00,Berry Street,112,Brooklyn,restaurant,,,restaurant
El Kucho,40.7007776,-73.9254602,mexican,+1-917-966-5124,https://elkuchomexicanrestaurant.com/,"Tu-Th, Su 12:00-22:00; Fr, Sa 12:00-23:00",Wilson Avenue,141,,restaurant,,,restaurant
Walker's,40.7197094,-74.0070516,burger,+1 212 9410142,,,North Moore Street,16,,restaurant,,,restaurant
Kung Fu Little Steamed Buns,40.7616147,-73.9868436,,,,,8th Avenue,811,,restaurant,,,restaurant
Kafana,40.7243534,-73.9784734,serbian,,https://www.kafananyc.com/,"Mo-Th 17:00-23:00, Fr 17:00-01:00, Sa 12:00-01:00, Su 12:00-23:00",Avenue C,116,,restaurant,,,restaurant
Urban Space,40.7537677,-73.9779905,,,,,Vanderbilt Avenue,,,restaurant,,,restaurant
Cho Dang Gol,40.7501714,-73.9863439,korean,+1-212-695-8222,https://chodanggolnyc.com,"Mo-Th 12:00-15:00,17:00-21:30, Fr-Su 12:00-21:30",West 35th Street,55,,restaurant,,,restaurant
Frankies 457 Spuntino,40.677395,-73.9981225,italian,+1-718-403-0033,https://www.frankiesspuntino.com,"Mo-Th 11:00-22:00, Fr-Sa 11:00-23:00, Su 11:00-22:00",,,,restaurant,,,restaurant
Boran,40.6782209,-73.9980487,thai,+1-718-490-0207,https://www.boranrestaurant.com/,"Tu-Su 12:00-16:00,17:00-22:00",Court Street,462,,restaurant,,,restaurant
Tera Mera,40.6848028,-73.9948874,indian,,https://teramerabk.com/,,,,,restaurant,,,restaurant
Karazishi Botan,40.6831205,-73.9927654,"japanese, pub, ramen",+1-347-763-1155,https://www.karazishibotan.com,Mo-We 17:30-22:00; Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,,,,restaurant,,,restaurant
Franks Wine Bar,40.6771797,-73.9982258,"italian, brunch",+1-718-254-0327,https://frankswinebar.com,Mo-Th 17:00-23:00; Fr 17:00-24:00; Sa 12:00-24:00; Su 12:00-23:00,,,,restaurant,,,restaurant
Lucali,40.6818319,-74.0003712,pizza,+1-718-858-4086,https://www.lucali.com,"Mo, We-Su 17:45-23:00",Henry Street,575,Brooklyn,restaurant,,,restaurant
Cafe China,40.7515794,-73.9858142,chinese,+12122132810,http://www.cafechinanyc.com/,Su-We 11:30-22:30; Th-Sa 11:30-23:00,West 37th Street,59,New York,restaurant,,,restaurant
Roey's,40.735985,-74.0009044,"italian, pizza",+1-646-864-1200,https://www.roeysnyc.com/,Mo-Su 17:00-22:00,Greenwich Avenue,57,New York,restaurant,,,restaurant
Creperie,40.7295942,-74.0006325,crepe,+1-212-253-6705,https://www.creperienyc.com/,12:30-03:00,MacDougal Street,112,New York,restaurant,,,restaurant
Aden (Yemeni),40.7682288,-73.9117779,arab,,,,,,,restaurant,,,restaurant
AbuQir Seafood,40.7684749,-73.9110614,"seafood,  egyptian",+1 718-274-3474,,,Steinway Street,24-19,,restaurant,,,restaurant
Sabry's,40.7683278,-73.911171,"egyptian, seafood",+1 718-721-9010,,11:00-23:00,Steinway Street,24-25,,restaurant,,,restaurant
Mr. Taka Ramen,40.721278,-73.9890275,"ramen, japanese",+1-212-254-1508,http://www.mrtakaramen.net,Mo-Su 12:00-23:00,Allen Street,170,New York,restaurant,,,restaurant
Momofuku Noodle Bar,40.7291861,-73.9843786,"asian, japanese, noodle",,https://noodlebar-ny.momofuku.com/,"Mo-Th 17:00-22:00; Fr-Sa 12:00-16:00,17:00-23:00; Su 12:00-16:00,17:00-22:00",1st Avenue,171,New York,restaurant,,,restaurant
Punda's Tibetan,40.7419873,-73.9252095,tibetan,+1 718-806-1845,https://www.pundasrestaurant.com/,Mo-Su 12:00-23:00,47th Avenue,39-35,Long Island City,restaurant,,,restaurant
BEA,40.7593617,-73.9924919,,+1 212 602 1910,http://www.beanyc.com/,,,,,restaurant,,,restaurant
Gran Torino,40.7183923,-73.9588733,,+13479874333,,"Tu,Su 11:00-24:00; We,Th 11:00-13:00; Fr,Sa 11:00-14:00",Berry Street,131,Brooklyn,restaurant,,,restaurant
Westville East,40.7284125,-73.9820074,"american, salad, burger, fish",+1-212-677-2033,https://westvillenyc.com/locations/westville-east/,"Mo-Fr 11:30-15:00, Sa,Su 10:00-15:00, Mo-Fr 17:00-22:00, Sa,Su 17:00-22:00",Avenue A,173,,restaurant,,,restaurant
Benito One,40.7199982,-73.9969021,,,,,,,,restaurant,,,restaurant
Le Chéile,40.8514544,-73.9400045,,+1-212-740-3111,https://www.lecheilenyc.com/,Mo-Fr 11:00-03:00; Sa-Su 10:00-03:00,West 181st Street,839,,restaurant,,,restaurant
Rossopomodoro,40.7384326,-74.0020328,italian,,,,Greenwich Avenue,118,,restaurant,,,restaurant
Sylvia's Restaurant,40.8086285,-73.9445189,"seafood, regional",+1 212 996-0660,https://sylviasrestaurant.com/,Mo-Tu 11:00-22:30;We-Sa 09:00-22:30;Su 11:00-20:00,Malcolm X Boulevard,328,New York,restaurant,,,restaurant
Spice Symphony,40.7447024,-73.9811337,"indian, chinese",+1-212-545-7742,https://spicesymphony.com,"Mo-Th 11:00-14:45,17:00-21:45; Fr-Sa 11:00-14:45,17:00-22:00; Su 11:00-14:45,17:00-21:45",,,,restaurant,,,restaurant
Bella Napoli,40.7450974,-73.9947013,italian,212-675-4050,http://bellanapoli.com/7ave/7-avenue.html,,7th Avenue,257,New York,restaurant,,,restaurant
Golden Chicken Restaurant,40.7127378,-73.7827951,chicken,718-206-4669;718-206-4667,http://goldenchickenjamaica.com,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00,Hillside Avenue,179-44,Jamaica,restaurant,,,restaurant
Sartiano’s,40.7248056,-73.998682,italian,212-658-1155,https://sartianos.com,,Prince Street,99,,restaurant,,,restaurant
Sagaponack Bar & Grill,40.7410206,-73.9907082,seafood,(212) 229-2226,,,West 22nd Street,4,New York,restaurant,,,restaurant
Pasta Louise,40.6642108,-73.9807113,italian,+1-347-725-3883,https://www.pastalouise.com,"Tu-Fr 08:00-22:00, Sa-Su 09:00-22:00",8th Avenue,1114,,restaurant,,,restaurant
Ningbo Cafe,40.7080812,-74.0182068,chinese,2127861888,,,South End Avenue,21,,restaurant,,,restaurant
Ten,40.6634477,-73.9846638,japanese,+1-718-768-9888,https://www.tensushibrooklyn.com/,"Mo,We,Th 14:30-22:00; Fr,Sa 14:30-22:30; Su 16:30-22:00",7th Avenue,440,,restaurant,,,restaurant
Mr. Wonton,40.6751334,-73.9748331,chinese,+1-718-398-7088,https://mrwontonbk.com,Mo-Th 11:30-22:30; Fr-Sa 11:30-23:00; Su 11:30-22:00,7th Avenue,73,Brooklyn,restaurant,,,restaurant
Spice,40.675488,-73.974586,thai,+1-718-622-6353,https://spicethai.nyc,"Mo-Fr 11:30-15:30,17:30-21:00; Sa-Su 12:30-15:30,17:30-21:00",,,,restaurant,,,restaurant
Bombay Kebab,40.676063,-73.9745541,indian,+1-347-889-7686,https://bombaykabab.site,Mo-Su 11:00-22:15,,,,restaurant,,,restaurant
Danbo,40.6761132,-73.9745244,"japanese, ramen",+1-718-783-0150,http://ramendanbo.com/locations/#brooklyn,Mo-Su 11:00-23:00,,,,restaurant,,,restaurant
Konoha Yakitori,40.674705,-73.975717,japanese,,,,Union Street,847B,,restaurant,,,restaurant
Bangkok Degree,40.6747295,-73.9757805,thai,+1-718-576-3962,https://bangkokdegree.com,"Mo-Su 12:00-16:00,17:00-22:00",Union Street,847A,,restaurant,,,restaurant
Jane,40.7273302,-74.000275,,+1-212-254-7000,https://janerestaurant.com/,Mo-Th 11:45-22:00; Fr 11:45-23:00; Sa 09:00-23:00; Su 09:00-22:00,West Houston Street,100,New York,restaurant,,,restaurant
Habanero Cafe Mexican,40.7005904,-73.9440052,mexican,,,,Flushing Avenue,715,Brooklyn,restaurant,,,restaurant
Blue Hill,40.7320396,-73.9995703,american,+1-212-539-1776,https://www.bluehillfarm.com/dine/new-york,,Washington Place,75,New York,restaurant,,,restaurant
Franchia,40.7475456,-73.9813305,asian,,https://www.franchia.com/,Mo-Th 12:00-22:00; Fr 12:00-22:30; Sa 13:00-22:30; Su 17:00-21:30,Park Avenue,12,New York,restaurant,,,restaurant
BaoDega,40.7401241,-73.9917722,,,,,West 20th Street,7,New York,restaurant,,,restaurant
Double Zero,40.7261117,-73.9897202,pizza,+1-212-777-1608,https://www.matthewkenneycuisine.com/double-zero,Mo-Su 12:00-23:00,2nd Avenue,65,,restaurant,,Matthew Kenney,restaurant
Tampico,40.7203148,-73.9932662,mexican,+1-646-907-6342,,"Tu-Sa 16:00-24:00+, Su 12:30-24:00+",Delancey Street,10,,restaurant,,,restaurant
Gallaghers Steakhouse,40.7628531,-73.9838317,"american, steak_house",+1 212-586-5000,https://gallaghersnysteakhouse.com/,Mo-Sa 11:45-23:30; Su 11:45-22:30,West 52nd Street,228,,restaurant,,,restaurant
Gigino at Wagner Park,40.7050077,-74.0181898,italian,+12125282228,,,,,,restaurant,,,restaurant
Sons of Essex,40.7202021,-73.9875286,,,,,Essex Street,133,New York,restaurant,,,restaurant
Le Botaniste,40.7650017,-73.9659528,international,+1 917-262-0766,https://lebotaniste.us/,Mo-Su 11:00-21:00,Lexington Avenue,833,,restaurant,,,restaurant
Nom Wah Tea Parlor,40.7144593,-73.9981968,chinese,+1-212-962-6047,https://nomwah.com/,Th-Tu 11:00-21:00,Doyers Street,13,New York,restaurant,,,restaurant
ZLS BBQ,40.7385294,-73.9820254,,+1-646-781-9595,https://www.zhongjiebbq.com,,East 23rd Street,219,New York,restaurant,,,restaurant
East Harbor seafood,40.6335234,-74.0143617,,,,,,,,restaurant,,,restaurant
International Wings Factory,40.7802569,-73.94668,chicken,+1 212-348-2627,https://internationalwingsfactory.com,"Mo, Tu 17:30-22:00; We-Su 11:30-15:00, 16:15-22:00",1st Avenue,1762,,restaurant,,,restaurant
My Second Wife Kebab Palace,40.710629,-73.7927817,kebab,,,,Hillside Avenue,169-04,Jamaica,restaurant,,,restaurant
Dirt Candy,40.7178785,-73.9907886,,+1 212-228-7732,https://www.dirtcandynyc.com/,Tu-Sa 17:30-20:30,Allen Street,86,New York,restaurant,,,restaurant
Bocca Di Bacco,40.766105,-73.9866537,italian,,https://www.boccadibacconyc.com/location/bocca-di-bacco-hells-kitchen/,Mo-Su 12:00-22:00,,,,restaurant,,,restaurant
Tasty Deli,40.841789,-73.9390089,,,,,,,,restaurant,,,restaurant
Piora,40.730625,-74.0065313,,2129603801,,Mo-Su 17:30-22:30,,,,restaurant,,,restaurant
Porlofino,40.8533837,-73.7902721,,,,,,,,restaurant,,,restaurant
The Black Whale,40.8463428,-73.7863698,seafood,,,"Tu-Fr 17:00-22:00; Sa 12:00-22:00; Su 10:00-14:00, 16:00-21:00",City Island Avenue,279,,restaurant,,,restaurant
The Snug,40.8471694,-73.7862558,fish_and_chips,,,,,,,restaurant,,,restaurant
Westville Chelsea,40.7418162,-74.0000228,,,,,,,,restaurant,,,restaurant
Rubirosa,40.7227225,-73.9961142,pizza,,,,,,,restaurant,,,restaurant
Mesa Azteca,40.7050765,-73.9201938,mexican,+1-347-378-2838,https://www.mesaaztecany.com/,Mo-Su 11:00-22:30,Wyckoff Avenue,91,,restaurant,,,restaurant
Veranda Reataurant & Cafe,40.7590316,-73.7755101,,+1 718 281 2233,,,Northern Boulevard,208-01,,restaurant,,,restaurant
Berimbau do Brasil,40.7300608,-74.0036699,,+1 (212) 242-2606,,,,,,restaurant,,,restaurant
Point Brazil Restaurant,40.7617049,-73.9177187,"brazilian, barbecue",,http://pointbrazilrestaurant.com,Mo-Fr 10:00-22:00,31st Avenue,38-01,,restaurant,,,restaurant
The Little Owl,40.7322791,-74.0052939,,+1 (212) 741-4695,https://thelittleowlnyc.com/,Mo-Su 12:00-23:00,Bedford Street,90,,restaurant,,,restaurant
Emporium Brasil Restaurant,40.7565246,-73.9798908,brazilian,+1 (212) 764-4646,https://emporiumbrasil.com/,Mo-Su 10:00-22:00,West 46th Street,15,New York,restaurant,,,restaurant
Rice N Beans,40.763523,-73.98853,brazilian,+1 (212) 265-4444,https://www.ricenbeansnyc.com/,Mo-Su 11:00-23:00,,,,restaurant,,,restaurant
Rio Grande Churrascaria,40.7533528,-73.9344179,steak_house,+1 (718) 361-1707,http://www.riograndechurrascaria.com/site,"Mo-Su 07:00-10:00, 17:30-22:00",29th Street,39-05,,restaurant,,,restaurant
Pomodoro Rosso,40.7763934,-73.9793251,italian,+1 212 721 3009,https://www.pomodororossonyc.com/,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00,,,,restaurant,,,restaurant
Arias Hell's Kitchen,40.764055,-73.9880983,,+1 (212) 541-9241,https://www.ariawinebar.com/,Mo-Th 12:00-00:00; Fr 12:00-01:00; Sa 11:30-01:00; Su 11:30-00:00,West 51st Street,369,,restaurant,,,restaurant
Summers,40.7116327,-73.961939,coffee_shop,,,,South 4th Street,155,Brooklyn,restaurant,,,restaurant
Bia,40.7119842,-73.9678497,vietnamese,+1 718 388-0908,,,South 6th Street,67,Brooklyn,restaurant,,,restaurant
Ro's Diner,40.7084618,-73.9408912,american,+1-917-909-1665,https://www.rosdiner.com/,Mo-Su 10:00-25:00,Meserole Street,197,,restaurant,,,restaurant
Avant Garden,40.7261205,-73.983986,,,https://www.overthrowhospitality.com/venues/avantgarden,Mo-Su 17:00-23:00,,,,restaurant,,,restaurant
Brooklyn Diner,40.7565134,-73.9857687,diner,+1 212-265-5400,https://www.brooklyndiner.com/location/brooklyn-diner-times-square/,"Mo, Su 08:00-23:00; Tu-Sa 08:00-24:00",West 43rd Street,155,,restaurant,,,restaurant
Red Peony,40.7627204,-73.9759478,,,https://www.redpeonyorder.com/,,West 56th Street,24,New York,restaurant,,,restaurant
Royal Rib House,40.6844162,-73.9295144,barbecue,7184539284,https://www.royalribhousenyc.com/,Th-Sa 12:00-21:30,Malcolm X Boulevard,256,Brooklyn,restaurant,,,restaurant
Humboldt & Jackson,40.7169346,-73.9429324,,,,Tu-Su 17:00-00:00,Humboldt Street,434,,restaurant,,,restaurant
Fu Run,40.7586665,-73.8315647,,,,,Prince Street,40-09,,restaurant,,,restaurant
Lioni Italian Heroes,40.6156516,-74.0047062,"italian, sandwich",+1 718-232-1411,https://www.lioniheroes.com,Mo-Sa 08:00-19:00; Su 08:30-14:30,15th Avenue,7803,,restaurant,,,restaurant
David's Brisket House,40.6791211,-73.9494906,sandwich,+1-718-789-1155,,Mo-Th 09:00-21:00; Fr-Sa 09:00-22:00; Su 10:00-20:00,Nostrand Avenue,533,,restaurant,,,restaurant
Simon's BBQ,40.6416755,-74.0029091,chinese,+1-718-431-0688,,Mo-Su 14:00-03:00,8th Avenue,4823,,restaurant,,,restaurant
Joeper's Smokeshack,40.6192182,-73.9329172,barbecue,+1-718-677-4225,,"Su, Tu-Th 12:00-20:00; Fr-Sa 12:00-22:00",,,,restaurant,,,restaurant
Red Hook Lobster Pound,40.6797691,-74.0102925,seafood,+1-718-858-7650,https://www.redhooklobster.com/pound/,Mo-Th 11:30-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00,,,,restaurant,,,restaurant
